ID	Jan	Feb	Mar	Apr	May	June	July	Aug	Sep	Oct	Nov	Dec	Total
58527	0	0	5	10	12	2	0	0	0	0	0	0	29
258672	0	0	1	0	1	3	1	4	2	2	2	3	19
258185	4	0	1	1	1	0	0	3	3	8	3	6	30
132331	2	2	0	2	1	0	1	2	6	3	2	0	21
217396	0	0	0	0	0	6	7	2	0	0	0	0	15
217398	0	0	0	0	0	0	1	0	0	0	0	0	1
293980	0	2	0	0	2	0	0	0	0	3	0	0	7
293982	0	0	0	0	0	0	0	0	0	0	0	1	1
257925	0	0	0	0	0	3	2	1	0	0	0	0	6
116699	0	0	1	1	0	1	1	1	0	0	0	1	6
142775	0	0	0	0	0	0	6	5	1	0	0	0	12
258363	0	0	0	0	1	0	0	1	1	0	0	0	3
246087	1	1	1	1	2	1	0	0	0	1	2	0	10
209719	0	0	1	4	0	0	0	0	0	0	0	0	5
148468	0	0	0	1	2	0	0	0	0	0	0	1	4
258065	0	0	0	1	1	1	0	1	1	1	0	0	6
256372	0	1	0	0	0	0	0	0	0	0	0	1	2
58539	0	0	0	5	25	122	139	11	0	0	0	0	302
54009	0	0	0	2	1	12	28	13	4	0	0	0	60
520407	0	0	0	0	0	1	11	3	0	0	0	0	15
59126	0	0	0	4	74	48	8	0	1	0	0	0	135
210423	0	4	37	30	10	0	0	0	0	0	0	0	81
122381	8	10	49	223	310	334	466	505	533	153	24	14	2629
82792	0	3	4	4	31	117	205	161	69	5	1	0	600
84662	0	0	0	14	58	24	20	6	1	3	0	0	126
59159	0	0	0	3	53	54	1	0	1	0	0	0	112
52484	5	60	137	142	198	210	56	47	16	11	2	0	884
58556	0	2	27	99	71	20	0	0	0	1	0	0	220
122382	2	1	3	6	21	28	13	2	3	0	0	0	79
122385	0	0	0	0	0	4	2	0	0	0	0	0	6
198817	0	1	3	5	5	0	0	0	0	0	0	0	14
122281	8	18	61	80	101	105	96	199	204	93	12	2	979
132553	17	17	29	32	19	21	19	11	14	67	88	29	363
362136	0	2	0	2	2	2	0	1	2	1	0	1	13
69940	41	22	33	41	56	72	96	112	119	163	99	37	891
520456	1	12	62	78	187	196	192	141	85	55	4	0	1013
56776	1	20	137	103	96	198	25	0	0	0	0	1	581
346970	0	4	92	71	9	6	1	0	0	0	0	0	183
53843	16	31	55	77	53	71	109	125	180	205	108	22	1052
50931	27	91	109	481	383	382	469	562	700	543	68	8	3823
54024	0	0	0	4	31	33	7	0	0	0	0	0	75
59134	0	0	0	1	38	27	26	2	0	0	0	0	94
118914	13	3	64	155	201	155	133	117	71	75	41	25	1053
58543	0	12	71	105	121	58	2	0	1	1	0	0	371
59138	0	0	0	6	58	71	53	10	0	0	0	0	198
58534	0	0	0	0	3	45	46	52	62	18	0	0	226
55655	3	1	23	69	117	152	208	165	188	93	10	2	1031
59152	7	11	20	69	172	170	178	158	123	91	69	18	1086
148834	0	0	2	2	0	3	2	2	0	0	0	0	11
81967	0	0	6	26	33	34	9	0	0	0	0	0	108
215772	0	0	0	8	18	3	0	0	0	0	0	0	29
148801	4	0	1	8	6	9	21	10	4	7	9	6	85
84239	3	34	119	144	97	89	95	32	40	8	0	0	661
54081	0	0	0	2	6	5	0	0	0	0	0	0	13
144271	0	0	0	0	2	10	1	0	0	0	0	0	13
81566	0	0	0	0	0	33	36	1	0	0	0	0	70
81729	0	0	3	9	25	40	45	34	4	2	0	0	162
50075	10	8	7	15	5	11	10	5	3	5	5	2	86
58550	1	0	5	41	81	15	0	0	0	0	0	0	143
59128	9	20	28	41	49	21	31	36	68	120	27	6	456
484122	0	0	0	0	3	15	8	2	1	0	0	0	29
122383	0	0	0	3	4	42	48	34	17	1	1	0	150
117335	0	0	0	0	0	0	13	14	1	0	0	0	28
520457	0	2	22	82	59	59	76	17	1	0	0	0	318
59136	0	0	1	0	13	34	6	0	0	0	0	0	54
59144	0	0	1	3	4	15	13	7	0	0	0	0	43
127303	0	26	44	53	24	2	0	0	0	0	0	0	149
127490	0	4	6	19	11	5	8	29	40	16	0	1	139
294015	10	3	8	1	4	6	7	1	0	2	3	0	45
117336	0	0	0	0	0	6	36	22	2	0	0	0	66
59123	0	0	0	1	7	28	24	15	1	0	0	0	76
69824	0	0	0	0	0	17	25	28	7	0	0	0	77
225163	0	1	0	2	7	6	14	12	4	5	0	1	52
51534	33	36	31	37	32	35	20	17	19	38	34	22	354
117346	0	0	0	2	1	16	7	0	0	0	0	0	26
258230	1	1	0	1	0	4	1	0	1	2	1	1	13
293954	2	0	1	0	0	3	2	0	1	0	3	6	18
148839	4	0	0	1	0	3	4	1	0	0	1	4	18
258214	0	0	0	0	1	0	1	1	1	2	0	0	6
258255	0	0	0	0	0	0	3	0	0	0	0	0	3
209725	0	0	0	1	1	16	20	3	0	0	0	0	41
59125	0	0	0	1	31	65	9	0	0	0	0	0	106
148795	7	2	4	3	3	8	7	8	3	0	3	6	54
198804	0	0	0	0	0	25	84	11	0	1	0	0	121
58541	0	0	0	0	6	21	86	12	1	0	0	0	126
126589	10	42	88	49	57	42	35	14	22	105	45	9	518
520398	0	0	0	5	4	44	49	5	1	0	0	0	108
196543	3	1	2	3	4	6	8	3	9	11	12	5	67
148497	6	7	2	3	2	8	5	0	3	3	1	0	40
198803	0	0	0	0	0	2	41	0	0	0	0	0	43
257932	10	2	9	8	5	7	8	12	11	7	2	8	89
122365	0	0	0	0	3	4	2	0	0	0	0	0	9
117345	0	0	2	0	10	18	8	0	0	0	0	0	38
56243	0	0	0	0	0	1	0	0	0	0	0	0	1
219488	1	1	1	6	0	1	0	1	1	0	0	0	12
142639	0	0	0	0	0	14	56	2	0	0	0	0	72
216349	0	0	0	0	0	1	0	0	0	0	0	0	1
193874	7	1	0	5	3	9	7	5	4	3	12	11	67
59127	1	0	2	5	6	16	18	41	24	26	2	0	141
130785	0	0	0	0	4	10	30	4	0	0	0	0	48
209733	0	0	0	0	0	17	21	1	0	0	0	0	39
117333	0	0	0	0	0	5	37	14	0	0	0	0	56
117322	0	0	0	0	1	9	22	2	2	0	0	0	36
122379	0	0	0	10	4	1	1	0	0	0	0	0	16
198805	0	0	0	0	0	8	43	0	0	0	0	0	51
367948	0	0	0	0	0	9	25	6	2	0	0	0	42
58536	0	0	0	0	0	0	33	15	1	0	0	0	49
148769	0	1	1	0	2	0	6	9	7	5	0	1	32
205153	0	0	0	3	55	3	0	0	0	0	0	0	61
179678	0	0	2	0	2	9	13	0	1	0	0	0	27
122384	0	0	0	0	0	2	15	10	1	0	0	0	28
224167	0	0	0	0	0	0	7	4	0	0	0	0	11
148849	1	0	0	1	0	0	1	1	2	0	0	0	6
117360	1	4	4	12	13	29	31	16	12	1	4	0	127
117339	0	0	1	2	2	2	6	1	0	0	0	0	14
130300	4	6	8	10	15	7	11	12	11	12	10	4	110
125537	8	12	23	16	13	14	7	12	21	16	6	7	155
230441	0	0	1	32	42	5	3	0	0	0	0	0	83
148496	3	2	11	0	3	2	3	3	4	0	5	4	40
148495	1	0	3	1	1	3	3	0	1	0	4	3	20
258094	1	0	0	0	0	0	0	0	0	0	0	0	1
257939	6	1	0	2	0	1	2	0	0	0	0	0	12
205152	2	1	3	3	3	2	0	1	1	8	29	6	59
148731	0	0	0	0	0	0	1	3	0	0	0	0	4
258330	0	1	0	0	0	0	0	0	0	0	0	0	1
148835	0	2	2	2	2	1	0	1	3	6	6	0	25
121993	11	14	27	15	27	23	20	35	29	45	11	15	272
194335	3	5	11	8	2	1	0	2	4	7	6	1	50
123312	7	0	5	7	8	7	4	6	9	6	10	5	74
148734	1	0	0	2	2	0	0	1	3	5	1	0	15
258232	0	0	0	0	0	0	0	0	0	0	1	0	1
258445	0	0	0	0	0	0	0	0	0	1	0	0	1
258211	0	0	2	2	0	0	3	1	3	6	12	0	29
59135	0	0	1	1	6	9	0	0	0	0	0	0	17
221964	0	0	0	0	0	3	7	6	1	0	0	0	17
346978	0	3	4	1	2	4	0	1	0	1	0	0	16
258389	0	0	0	0	0	0	0	0	0	1	2	0	3
219773	0	0	0	0	0	0	0	1	1	0	0	0	2
258181	0	0	0	1	1	2	0	0	2	1	0	1	8
258370	1	0	0	0	0	0	0	0	0	0	3	4	8
130219	0	5	4	5	4	3	5	3	1	0	1	0	31
148750	0	0	0	0	0	2	0	0	0	5	3	2	12
204641	1	3	3	3	2	0	2	2	5	1	2	4	28
257992	0	0	0	0	0	1	0	0	0	0	0	0	1
217941	0	0	0	0	1	2	0	0	0	0	0	1	4
258080	1	1	5	1	0	1	1	0	3	1	1	2	17
257940	0	0	0	0	0	0	0	0	0	0	0	1	1
294004	0	0	0	0	0	0	0	0	1	0	2	0	3
215450	1	2	1	4	6	0	2	0	1	0	3	3	23
198815	0	0	0	0	4	0	0	0	0	0	0	0	4
55641	0	0	0	34	111	133	173	163	115	33	6	0	768
148491	0	1	0	1	1	1	0	0	0	0	0	0	4
82793	0	0	0	0	0	2	1	0	0	0	0	0	3
148489	3	1	7	9	8	1	7	13	9	3	1	2	64
257937	0	1	0	1	0	0	0	0	2	0	0	0	4
59153	0	20	26	6	1	0	0	0	0	0	0	0	53
258170	0	0	2	0	2	1	4	1	2	2	0	0	14
520392	0	0	3	1	4	2	4	2	1	1	0	0	18
130321	0	0	0	1	0	1	1	2	0	1	1	0	7
257967	0	0	0	1	0	0	4	0	1	0	0	0	6
258150	0	0	0	0	0	0	2	0	0	0	0	0	2
230445	0	0	0	0	0	4	2	0	0	0	0	0	6
117334	0	0	0	0	0	3	5	1	0	0	0	0	9
257938	0	0	0	0	0	0	2	0	0	0	0	0	2
210814	0	1	1	3	0	6	0	0	0	0	0	0	11
104876	0	0	0	0	1	3	0	0	0	0	0	0	4
132536	1	3	1	1	1	1	1	1	0	3	1	1	15
258233	0	0	0	0	0	0	0	0	0	0	0	1	1
520381	0	0	0	0	1	0	0	1	0	0	0	0	2
148781	0	0	0	0	0	0	1	1	0	1	0	0	3
258377	0	0	0	0	0	0	0	0	0	1	0	0	1
62587	0	0	0	0	1	1	2	0	0	0	0	0	4
215770	0	0	0	1	0	0	0	0	0	0	0	0	1
60896	0	0	11	49	56	26	1	0	0	0	0	0	143
256377	1	0	0	0	0	0	0	0	0	0	0	0	1
113324	0	0	0	0	0	0	1	3	0	0	0	0	4
215771	0	0	12	0	5	0	1	0	0	0	0	0	18
122013	1	0	0	3	7	1	0	2	2	1	0	0	17
258013	0	0	0	1	0	2	1	0	0	0	0	1	5
122371	0	3	16	10	6	10	0	0	0	0	0	0	45
485087	0	0	2	1	1	0	0	0	0	0	0	0	4
217940	0	0	0	0	0	1	0	0	2	1	0	0	4
219774	0	0	0	0	0	0	1	1	0	0	0	0	2
258260	1	0	0	0	1	0	0	0	0	0	0	0	2
258168	1	0	0	1	0	1	0	0	0	0	0	0	3
258390	0	0	1	1	0	0	0	1	0	1	0	1	5
148494	0	0	0	0	0	0	0	1	0	0	1	1	3
293968	0	0	1	0	0	0	1	0	0	0	0	0	2
230444	0	0	0	1	3	0	0	1	0	0	0	0	5
474836	0	0	0	0	0	0	0	1	0	0	0	0	1
258391	0	0	0	0	0	0	0	0	1	0	0	0	1
257968	0	0	0	0	0	0	0	1	1	0	0	0	2
257969	0	0	0	0	0	0	0	1	1	0	0	0	2
257933	0	0	1	0	1	0	1	0	1	0	0	0	4
483726	0	0	0	0	0	3	8	2	0	0	0	0	13
257913	0	0	0	0	0	0	0	0	0	1	2	1	4
230442	0	0	0	0	0	0	1	2	0	0	0	0	3
218965	1	1	2	1	2	2	2	2	0	1	0	0	14
148493	0	0	0	2	0	2	2	1	2	0	1	1	11
258443	0	0	0	0	0	0	0	0	0	0	1	0	1
219772	0	0	0	0	0	0	4	3	1	0	0	0	8
293953	0	0	0	0	0	0	0	0	2	0	0	0	2
257934	1	0	0	1	0	0	0	1	1	0	0	0	4
258261	1	1	0	0	0	0	0	1	0	0	0	0	3
293995	0	0	0	0	0	0	0	1	0	0	0	0	1
258048	0	0	0	0	0	0	0	0	2	0	0	0	2
148730	0	0	0	0	0	0	0	1	0	0	0	0	1
224166	0	0	0	0	0	2	8	0	0	0	0	0	10
258366	0	0	0	0	0	0	0	1	0	0	0	0	1
258384	0	0	0	0	0	0	0	0	1	0	0	0	1
258028	0	1	0	0	0	0	0	0	0	0	0	0	1
198816	0	0	0	0	1	1	0	0	0	0	0	0	2
231838	2	1	1	3	0	0	0	0	1	0	0	0	8
294005	0	0	1	0	0	0	0	0	0	0	1	0	2
258382	0	1	0	0	1	0	0	0	0	0	0	0	2
258374	0	0	0	0	0	1	0	1	1	0	0	0	3
59160	0	0	0	0	0	1	0	0	0	0	0	0	1
258387	1	0	0	0	0	1	0	0	0	0	0	1	3
129363	5	7	13	27	18	19	23	27	32	41	34	1	247
148831	6	3	8	6	5	5	9	3	11	29	28	6	119
59165	1	3	5	5	5	4	5	39	46	26	0	0	139
148508	10	8	6	10	3	5	10	12	6	8	6	12	96
119068	0	4	44	58	47	24	34	31	56	30	4	4	336
181057	1	1	1	3	7	1	5	1	3	2	0	0	25
258407	2	0	0	0	1	0	0	0	0	0	0	0	3
193851	0	1	4	8	5	0	1	11	4	5	2	0	41
148746	15	6	4	8	4	6	12	5	16	19	15	14	124
215703	1	1	1	7	3	5	8	1	7	10	0	1	45
214020	0	0	0	2	8	3	10	18	10	5	0	0	56
148667	0	1	1	0	0	2	0	0	2	1	0	1	8
293955	0	0	3	0	3	6	4	2	5	1	0	2	26
148808	9	1	8	3	2	6	10	3	11	9	12	10	84
182712	0	0	0	2	0	2	1	7	2	2	0	0	16
148506	13	17	10	4	11	6	24	18	10	23	35	15	186
214019	0	0	0	0	0	4	2	0	0	0	0	0	6
205821	0	0	0	0	0	7	8	0	0	0	0	0	15
124398	4	1	3	0	2	6	15	10	7	6	7	4	65
294021	0	2	3	0	1	5	2	4	4	2	4	0	27
214017	0	0	0	0	1	1	1	1	1	0	0	0	5
148854	0	2	2	4	4	1	1	1	0	4	2	3	24
258452	0	0	1	0	0	0	6	4	1	0	0	0	12
148504	8	2	1	3	2	3	3	2	3	12	15	27	81
450292	0	2	1	0	0	1	3	2	1	1	0	2	13
258237	1	1	1	1	1	0	5	3	5	2	1	0	21
205870	0	0	0	0	0	1	1	1	0	0	0	0	3
293996	0	0	0	1	4	1	3	5	4	2	3	3	26
258252	1	2	0	1	0	0	0	0	1	2	0	1	8
148752	1	0	2	1	1	0	5	1	1	0	0	2	14
293952	3	0	2	1	0	1	2	1	6	8	6	2	32
148833	1	0	2	5	5	3	8	3	5	13	15	3	63
148747	1	0	1	0	0	0	3	0	0	0	0	2	7
258133	0	0	1	0	0	0	0	0	0	0	0	0	1
148753	0	3	1	0	0	1	2	2	3	4	0	0	16
148505	0	0	0	2	2	1	3	2	2	1	2	2	17
148503	0	0	0	0	2	0	1	1	1	0	1	0	6
258222	0	0	0	0	0	0	0	1	0	1	0	0	2
258137	1	1	0	0	0	0	0	0	2	1	5	5	15
472811	2	0	0	0	0	2	1	2	0	0	1	0	8
257929	0	0	0	0	1	1	0	1	1	1	0	0	5
293961	0	1	1	1	1	0	1	0	0	0	0	1	6
258136	0	0	0	0	0	0	0	0	1	1	0	2	4
484480	3	0	1	1	0	0	0	0	0	0	0	2	7
312079	1	1	0	0	0	0	0	0	2	0	0	1	5
258103	0	0	0	0	0	0	0	0	1	0	0	0	1
257982	0	0	0	0	0	0	0	1	2	0	0	0	3
258218	0	0	1	1	2	0	0	0	0	0	0	0	4
214018	0	4	4	7	6	1	1	3	8	4	0	0	38
215704	0	3	5	2	3	1	0	0	0	1	0	0	15
258104	0	0	0	0	0	2	0	1	0	0	0	0	3
258041	0	0	1	0	0	0	4	2	2	2	0	0	11
257914	0	0	0	0	1	0	0	2	0	0	1	1	5
142638	0	0	0	0	0	0	1	4	1	0	0	0	6
312080	0	0	0	0	0	0	0	2	0	0	0	2	4
257898	0	0	0	0	0	0	2	0	0	0	0	0	2
148664	0	0	0	0	0	1	0	3	0	0	0	0	4
258250	0	0	1	0	3	0	1	1	2	0	0	1	9
197021	0	0	0	0	0	0	1	2	2	0	0	0	5
258051	0	0	0	0	0	0	0	0	2	0	0	0	2
293957	0	0	0	0	0	0	0	1	0	0	0	0	1
293979	0	0	1	0	0	0	0	1	0	0	0	0	2
294070	0	0	0	0	0	1	1	0	0	0	0	0	2
148838	1	0	0	0	0	1	0	2	2	0	0	1	7
257928	0	0	0	0	0	0	1	0	1	1	0	0	3
257952	0	0	0	0	0	0	0	1	0	0	0	0	1
258010	0	0	0	0	0	0	0	1	0	0	0	0	1
